Pos,ID,Name,BV,SV,Team,1_xMins,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts
D,116,Hickey,4.0,4.0,Brentford,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.24,0.25,0.28,0.23,0.24,0.25,0.21,0.25,0.21,0.24,0.24,0.23
D,117,Ji-soo,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,118,Meghoma,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,119,Mbeumo,8.0,8.0,Man Utd,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.83,4.06,5.48,3.52,4.08,4.44,5.64,3.55,4.56,4.01,4.20,4.47
M,120,Schade,7.0,7.0,Brentford,31.95,70.80,70.80,70.80,70.80,70.80,70.80,70.80,70.80,70.80,70.80,70.80,1.70,3.81,4.28,3.53,3.54,3.88,3.39,3.78,3.34,3.53,3.69,3.43
M,121,Damsgaard,6.0,6.0,Brentford,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,3.59,3.94,4.27,3.59,3.67,4.08,3.46,3.88,3.70,3.78,3.93,3.71
M,122,Milambo,5.5,5.5,Brentford,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,1.04,1.11,1.18,1.05,1.05,1.13,1.01,1.10,1.04,1.07,1.08,1.05
M,123,Carvalho,5.0,5.0,Brentford,72.15,55.05,55.05,55.05,55.05,55.05,55.05,55.05,55.05,55.05,55.05,55.05,3.64,3.10,3.39,2.83,2.78,3.14,2.72,2.97,2.73,2.81,2.98,2.77
M,124,Henderson,5.0,5.0,Brentford,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,1.34,1.40,1.50,1.34,1.36,1.44,1.28,1.39,1.33,1.37,1.42,1.35
M,125,Janelt,5.0,5.0,Brentford,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,0.78,0.82,0.86,0.78,0.80,0.84,0.77,0.83,0.80,0.80,0.83,0.78
M,126,Jensen,5.0,5.0,Brentford,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,2.60,2.80,3.04,2.61,2.67,2.89,2.48,2.86,2.59,2.70,2.75,2.65
M,127,Nunes,5.0,5.0,Brentford,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,0.50,0.53,0.57,0.51,0.50,0.53,0.48,0.52,0.49,0.50,0.51,0.49
M,128,Onyeka,5.0,5.0,Brentford,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.22,0.23,0.24,0.22,0.22,0.23,0.21,0.23,0.22,0.22,0.22,0.22
M,129,Yarmoliuk,5.0,5.0,Brentford,68.10,68.10,68.10,68.10,68.10,68.10,68.10,68.10,68.10,68.10,68.10,68.10,2.62,2.85,3.09,2.69,2.74,2.96,2.56,2.91,2.73,2.80,2.88,2.72
M,130,Donovan,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,131,Konak,4.5,4.5,Brentford,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08
M,132,Maghoma,4.5,4.5,Brentford,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.09,0.08
M,133,Peart-Harris,4.5,4.5,Brentford,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
M,134,Trevitt,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,135,Wissa,7.5,7.5,Brentford,27.30,27.30,27.30,27.30,27.30,27.30,27.30,27.30,27.30,27.30,27.30,27.30,1.51,1.66,1.84,1.56,1.49,1.71,1.46,1.61,1.46,1.49,1.59,1.51
F,136,Thiago,6.0,6.0,Brentford,77.85,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,4.16,4.08,4.28,3.59,3.52,3.90,3.46,3.81,3.46,3.55,3.77,3.48
F,137,Morgan,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,138,Steele,4.5,4.5,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04
G,139,Verbruggen,4.5,4.5,Brighton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.37,3.13,2.35,2.97,3.03,2.55,3.27,2.85,2.74,3.68,3.12,3.37
G,140,McGill,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,141,Rushworth,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,142,Scherpen,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.5,4.5,Brighton,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,1.48,1.35,1.14,1.28,1.42,1.07,1.34,1.30,1.24,1.54,1.30,1.46
D,144,Coppola,4.5,4.5,Brighton,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,0.84,0.79,0.68,0.77,0.81,0.66,0.80,0.78,0.73,0.88,0.76,0.85
D,145,De Cuyper,4.5,4.5,Brighton,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,3.84,3.45,2.73,3.16,3.70,2.59,3.55,3.37,3.09,4.21,3.28,3.90
D,146,Dunk,4.5,4.5,Brighton,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05,2.73,2.44,1.90,2.28,2.51,1.78,2.49,2.32,2.15,2.91,2.30,2.71
D,147,Estupiñan,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,148,F.Kadıoğlu,4.5,4.5,Brighton,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,1.14,1.05,0.89,0.97,1.10,0.84,1.05,1.04,0.96,1.20,1.00,1.14
D,149,Igor,4.5,4.5,Brighton,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,0.85,0.78,0.67,0.75,0.82,0.62,0.77,0.77,0.73,0.89,0.75,0.85
D,150,Lamptey,4.5,4.5,Brighton,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,0.59,0.54,0.47,0.52,0.58,0.45,0.56,0.54,0.50,0.61,0.52,0.60
D,151,Van Hecke,4.5,4.5,Brighton,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,3.68,3.40,2.63,3.03,3.45,2.41,3.36,3.25,2.99,3.97,3.16,3.71
D,152,Veltman,4.5,4.5,Brighton,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,1.05,0.98,0.82,0.90,1.04,0.76,0.98,0.96,0.88,1.11,0.91,1.06
D,153,Webster,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,154,Cashin,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,155,Slater,4.0,4.0,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,156,Tasker,4.0,4.0,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,157,Mitoma,6.5,6.5,Brighton,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,4.54,3.82,3.75,3.96,4.47,3.54,3.98,4.09,3.83,4.67,3.92,4.76
M,158,Georginio,6.0,6.0,Brighton,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,4.18,3.54,3.53,3.69,4.17,3.23,3.76,3.76,3.60,4.39,3.62,4.40
M,159,March,6.0,6.0,Brighton,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,0.87,0.79,0.79,0.80,0.87,0.75,0.82,0.83,0.80,0.93,0.80,0.92
M,160,Minteh,6.0,6.0,Brighton,59.70,59.70,59.70,59.70,59.70,59.70,59.70,59.70,59.70,59.70,59.70,59.70,3.38,2.91,2.83,3.01,3.44,2.69,3.03,3.14,2.95,3.58,2.94,3.64
M,161,Enciso,5.5,5.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,162,Gruda,5.5,5.5,Brighton,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,1.18,1.05,1.02,1.08,1.18,0.99,1.09,1.12,1.07,1.24,1.06,1.24
M,163,Hinshelwood,5.5,5.5,Brighton,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,1.31,1.22,1.18,1.24,1.34,1.15,1.25,1.27,1.21,1.36,1.22,1.37
M,164,O'Riley,5.5,5.5,Brighton,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,45.15,2.36,2.06,2.03,2.14,2.39,1.97,2.17,2.19,2.09,2.49,2.10,2.46
M,165,Sima,5.5,5.5,Brighton,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04
M,166,Ayari,5.0,5.0,Brighton,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,3.11,2.82,2.68,2.94,3.22,2.59,2.94,2.99,2.87,3.18,2.88,3.25
M,167,Baleba,5.0,5.0,Brighton,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,3.40,3.11,2.91,3.29,3.61,2.88,3.26,3.28,3.25,3.48,3.28,3.58
M,168,Buonanotte,5.0,5.0,Brighton,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,0.21,0.18,0.18,0.19,0.21,0.17,0.19,0.19,0.18,0.22,0.19,0.22
M,169,Gomez,5.0,5.0,Brighton,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,2.50,2.25,2.19,2.37,2.59,2.13,2.37,2.41,2.33,2.58,2.35,2.62
M,170,Milner,5.0,5.0,Brighton,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.09
M,171,Sarmiento,5.0,5.0,Brighton,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,0.07,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.07,0.08
M,172,Watson,5.0,5.0,Brighton,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.09
M,173,Wieffer,5.0,5.0,Brighton,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,2.78,2.52,2.41,2.62,2.91,2.36,2.60,2.69,2.60,2.82,2.60,2.91
M,174,Yalcouye,5.0,5.0,Brighton,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,0.17,0.16,0.15,0.16,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.17
M,175,Knight,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,176,Mazilu,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,177,Moran,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.5,6.5,Brighton,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,3.15,2.58,2.57,2.77,3.04,2.43,2.76,2.85,2.61,3.22,2.66,3.22
F,179,Ferguson,5.5,5.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,180,Tzimas,5.5,5.5,Brighton,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,0.50,0.43,0.44,0.45,0.50,0.41,0.46,0.46,0.45,0.51,0.44,0.53
F,181,Kostoulas,5.0,5.0,Brighton,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.45,0.38,0.39,0.40,0.45,0.36,0.40,0.41,0.39,0.46,0.39,0.47
G,182,Trafford,5.0,5.0,Man City,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,0.15,0.14,0.13,0.14,0.12,0.17,0.13,0.16,0.13,0.14,0.11,0.12
G,183,Weiss,4.5,4.5,Burnley,31.50,13.50,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.75,0.53,0.05,0.05,0.06,0.04,0.05,0.06,0.06,0.05,0.06,0.05
G,184,Green,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,185,Hladký,4.0,4.0,Burnley,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.05,0.07,0.05,0.05,0.06,0.04,0.05,0.06,0.06,0.05,0.06,0.05
D,186,Roberts,4.5,4.5,Burnley,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.65,0.83,0.66,0.63,0.72,0.55,0.65,0.78,0.71,0.65,0.72,0.66
D,187,Walker,4.5,4.5,Burnley,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,2.09,3.45,2.13,1.93,2.80,1.39,2.02,3.07,2.52,2.19,2.54,2.11
D,188,Delcroix,4.0,4.0,Burnley,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.11,0.12,0.11,0.11,0.11,0.10,0.11,0.12,0.11,0.11,0.11,0.11
D,189,Dodgson,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,190,Ekdal,4.0,4.0,Burnley,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,2.40,3.65,2.46,2.40,3.03,1.77,2.30,3.35,2.71,2.61,2.76,2.43
D,191,Estève,4.0,4.0,Burnley,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,2.71,4.06,2.78,2.71,3.51,2.04,2.62,3.77,3.07,2.97,3.08,2.77
D,192,Hartman,4.0,4.0,Burnley,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,2.33,3.72,2.35,2.16,2.96,1.57,2.24,3.33,2.75,2.41,2.70,2.31
